,artists,name,track_id,source,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
121,JR JR,God Only Knows,5j6N71LrZ6YV3DEtqUeLzK,Saved,0.717,0.505,193877,0.567,5j6N71LrZ6YV3DEtqUeLzK,0.0672,9,0.172,-7.818,1,0.0282,58.536,4,0.552
122,Cold War Kids,First - Live,4JASrGfsL8pgpamHiFdrNR,Saved,0.358,0.506,227400,0.786,4JASrGfsL8pgpamHiFdrNR,0.0,2,0.776,-5.757,1,0.0358,77.954,4,0.465
123,Cold War Kids,Can We Hang On ? - Live,3sI4rC6OtmEHSAb5QxyyFm,Saved,0.32,0.417,246827,0.693,3sI4rC6OtmEHSAb5QxyyFm,0.0,2,0.931,-6.078,1,0.0396,75.25,4,0.419
124,The Rubens,Hoops,4yUZPM6OfAY1KJik9rsveW,Saved,0.248,0.738,158947,0.517,4yUZPM6OfAY1KJik9rsveW,2.27e-05,8,0.468,-5.82,0,0.0321,96.037,4,0.772
125,Andrew Applepie,Jimmi,6kB6wxKQw0pzcjTKWESEKt,Saved,0.447,0.775,203175,0.729,6kB6wxKQw0pzcjTKWESEKt,0.0427,3,0.354,-5.12,1,0.0434,97.058,4,0.72
126,"The Rubens, Sarah",Never Ever,0UYEtywYLfvcfeNWIh8pjA,Saved,0.285,0.72,200992,0.482,0UYEtywYLfvcfeNWIh8pjA,0.0,6,0.115,-4.704,0,0.0402,111.867,4,0.241
127,The Brook & The Bluff,Straws (Acoustic),3zWjygNOqDNk2NaUIVy5t7,Saved,0.892,0.762,251463,0.156,3zWjygNOqDNk2NaUIVy5t7,0.000267,7,0.0768,-14.027,1,0.0292,106.011,4,0.423
128,The Brook & The Bluff,Rush - Acoustic,4SpVCOrSfXuDTnpInrNhzU,Saved,0.847,0.676,253466,0.193,4SpVCOrSfXuDTnpInrNhzU,2.04e-06,3,0.123,-13.245,1,0.0371,140.124,4,0.579
129,The Brook & The Bluff,Rush,2OBWbDR2MnyL4ms8JAnXO3,Saved,0.172,0.598,252980,0.629,2OBWbDR2MnyL4ms8JAnXO3,0.000704,0,0.135,-6.541,0,0.0324,139.925,4,0.433
130,The Brook & The Bluff,Straws (Live),4bjnPaUHKDD8stCCMiGkVm,Saved,0.0195,0.681,233894,0.839,4bjnPaUHKDD8stCCMiGkVm,0.004,1,0.343,-6.079,1,0.0309,112.929,4,0.411
131,The Brook & The Bluff,Back Through the Lens,66EZ5mOF5zgYsq8KijFMN0,Saved,0.447,0.655,285460,0.483,66EZ5mOF5zgYsq8KijFMN0,4.73e-05,4,0.262,-10.392,0,0.032,125.054,3,0.394
132,The Brook & The Bluff,Masks (Live),5I0DzPPBMW46NUXRm8wmwC,Saved,0.735,0.64,229996,0.325,5I0DzPPBMW46NUXRm8wmwC,0.00232,6,0.105,-14.805,1,0.0331,113.813,4,0.293
133,Ms. Lauryn Hill,Ex-Factor,2VjXGuPVVxyhMgER3Uz2Fe,Saved,0.118,0.593,326533,0.619,2VjXGuPVVxyhMgER3Uz2Fe,0.0,3,0.484,-9.003,0,0.0976,80.02,4,0.668
134,Dan Auerbach,Cellophane Angel,4DT4NsUP2IkOZXHIT24bxs,Saved,0.966,0.493,172182,0.549,4DT4NsUP2IkOZXHIT24bxs,0.0208,4,0.113,-5.985,1,0.0335,111.542,4,0.538
135,Shannon Shaw,Broke My Own,16nsWHpv1wsZCcNAYcLDM2,Saved,0.00376,0.492,179387,0.736,16nsWHpv1wsZCcNAYcLDM2,0.000386,9,0.128,-5.134,0,0.0318,122.442,4,0.555
136,Band of Horses,No One's Gonna Love You - Live from Spotify Sweden,5MYfpFJYm8WNFGssR6H2Oz,Saved,0.929,0.547,239080,0.188,5MYfpFJYm8WNFGssR6H2Oz,1.2e-06,1,0.714,-10.676,1,0.036,135.657,4,0.192
143,Amos Lee,Highways And Clouds,09eYBkGspPFK3HaFoR9CxU,Saved,0.252,0.684,209373,0.454,09eYBkGspPFK3HaFoR9CxU,0.000619,6,0.206,-6.496,1,0.0371,120.952,3,0.464
150,Hiss Golden Messenger,Highland Grace,3KN0D3jPB4Hqi1xyuOoeKL,Saved,0.649,0.681,358440,0.319,3KN0D3jPB4Hqi1xyuOoeKL,5.7e-05,3,0.113,-9.927,1,0.0395,121.783,4,0.21
157,"Grover Washington, Jr., Bill Withers",Just The Two Of Us (feat. Bill Withers),1ko2lVN0vKGUl9zrU0qSlT,Saved,0.576,0.803,237106,0.488,1ko2lVN0vKGUl9zrU0qSlT,0.0609,1,0.0763,-9.303,1,0.0803,95.771,4,0.624
158,Kimbra,Top of the World,1yjlYqm9a7hRFWr8URAa2l,Saved,0.11,0.62,205520,0.762,1yjlYqm9a7hRFWr8URAa2l,0.0626,9,0.188,-6.854,1,0.0507,150.039,4,0.304
159,Sean McSwiggan,That Girl,0rFsJBsMI3H2QYEvEnCJxB,Saved,0.000286,0.581,142080,0.756,0rFsJBsMI3H2QYEvEnCJxB,3.4e-05,11,0.634,-9.587,0,0.0669,125.017,4,0.265
160,Kali Uchis,Lottery,4atsB8EjUKY1kWg8KVag9h,Saved,0.112,0.737,206526,0.538,4atsB8EjUKY1kWg8KVag9h,0.0,2,0.215,-5.821,1,0.0482,95.03,4,0.466
161,Próxima Parada,Tossin' My Troubles,5OGXYfiFt3ihTf7jltr8G0,Saved,0.65,0.718,297053,0.469,5OGXYfiFt3ihTf7jltr8G0,0.00142,0,0.0994,-6.283,1,0.0338,82.241,4,0.618
168,Lake Street Dive,Wedding Band,6LOYT36GFQWocWKSEZRmFG,Saved,0.67,0.733,81455,0.53,6LOYT36GFQWocWKSEZRmFG,0.00169,4,0.119,-10.337,0,0.389,152.137,4,0.883
169,Lake Street Dive,What I'm Doing Here,5YmT0vKudNun8rPz36ADmU,Saved,0.75,0.626,206975,0.168,5YmT0vKudNun8rPz36ADmU,1.25e-05,7,0.0814,-13.972,1,0.0329,110.721,3,0.422
176,Jaws of Love.,Before the Hurting Lands. (K-Rizzla Records Session),0QC4tpWrb3YvsaFWC8o15Q,Saved,0.0365,0.548,345600,0.468,0QC4tpWrb3YvsaFWC8o15Q,0.0424,1,0.157,-15.552,1,0.0317,95.955,4,0.0491
177,Rainbow Kitten Surprise,Devil Like Me,0HsGh7cboYz6cVMIyFrQ8j,Saved,0.758,0.679,188280,0.63,0HsGh7cboYz6cVMIyFrQ8j,7.06e-05,2,0.111,-6.83,1,0.158,123.082,4,0.558
178,Carla Thomas,B-A-B-Y,35w6fQ0Wnuv7aIryRx7gTq,Saved,0.428,0.74,177000,0.301,35w6fQ0Wnuv7aIryRx7gTq,0.0,8,0.0782,-11.975,1,0.0467,113.61,4,0.669
179,Moby,This Wild Darkness,5LwuYetop8ym6rbX86DGs3,Saved,0.804,0.527,249280,0.633,5LwuYetop8ym6rbX86DGs3,0.000274,7,0.103,-8.369,1,0.0305,78.0,4,0.364
180,Dan Auerbach,Never in My Wildest Dreams,3MJov5mT64K42o1Rffhblq,Saved,0.315,0.559,176027,0.466,3MJov5mT64K42o1Rffhblq,0.0039,5,0.0933,-6.769,1,0.0362,117.21,4,0.623
181,"Wynton Marsalis Septet, Ray Charles, Wynton Marsalis",I'm Gonna Move to the Outskirts of Town,19qhYrBNov4aob2rOs5uwS,Saved,0.841,0.414,226618,0.524,19qhYrBNov4aob2rOs5uwS,1.2e-06,5,0.678,-6.759,0,0.0549,174.832,3,0.512
182,Yellow Days,Gap in the Clouds,3Pv3BpHe5nUC7fb6U2E05q,Saved,0.592,0.596,280074,0.533,3Pv3BpHe5nUC7fb6U2E05q,0.0113,9,0.31,-8.391,1,0.0372,139.935,4,0.205
183,Santigold,L.E.S. Artistes,4dmCLAZbWYT0qtcG7GVMdb,Saved,0.0348,0.869,204907,0.796,4dmCLAZbWYT0qtcG7GVMdb,1.01e-05,4,0.111,-2.001,1,0.034,117.99,4,0.726
184,Mt. Joy,St. George,2nVtRa2p2bpz7OxogzvBNW,Saved,0.762,0.478,218720,0.124,2nVtRa2p2bpz7OxogzvBNW,0.0,11,0.0451,-11.897,1,0.0454,133.585,4,0.287
185,NEEDTOBREATHE,Bridges Burn,7sUW7X7blDODuD4kX0RRLu,Saved,0.192,0.654,258432,0.595,7sUW7X7blDODuD4kX0RRLu,1.27e-05,7,0.132,-5.354,0,0.0293,101.032,4,0.207
186,Calum Scott,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,Saved,0.839,0.682,260285,0.173,2BOqDYLOJBiMOXShCV1neZ,3.26e-05,1,0.0983,-8.749,1,0.0314,112.663,4,0.236
187,Durand Jones & The Indications,Smile,2Y82hhCtwBdkuZXfQsbKhb,Saved,0.38,0.678,229404,0.77,2Y82hhCtwBdkuZXfQsbKhb,6.41e-05,11,0.442,-8.003,0,0.0607,104.688,4,0.776
188,Collapsing Stars,The Storm,7erL6mAhGRm4LTkUCPylIq,Saved,0.823,0.594,323747,0.31,7erL6mAhGRm4LTkUCPylIq,0.416,4,0.344,-15.856,1,0.0277,106.068,4,0.248
189,Aisha Badru,Bridges,6BUcVKlWD3fNQkksHB3t6x,Saved,0.579,0.352,209789,0.259,6BUcVKlWD3fNQkksHB3t6x,2.34e-05,1,0.0908,-10.139,1,0.0442,85.526,5,0.232
190,G Flip,About You,3kAh5ossGC6tpk8YGoNfyj,Saved,0.212,0.534,247772,0.602,3kAh5ossGC6tpk8YGoNfyj,3.06e-06,1,0.104,-7.679,1,0.0483,112.771,4,0.0786
191,Jack Johnson,Sleep Through The Static,6YXPye0mFJBNov8pmihMAP,Saved,0.35,0.748,223400,0.346,6YXPye0mFJBNov8pmihMAP,1.19e-05,0,0.0884,-11.227,1,0.0927,68.462,4,0.305
192,Shannon and The Clams,I Never Wanted Love,3q3lxI83Wr6wI2VprOigYr,Saved,0.108,0.571,219307,0.811,3q3lxI83Wr6wI2VprOigYr,0.524,6,0.191,-5.978,0,0.0389,112.259,4,0.887
193,Shannon and The Clams,The Boy,1WypLBcOgtNO0meaWKBkVQ,Saved,0.533,0.435,182787,0.88,1WypLBcOgtNO0meaWKBkVQ,0.666,10,0.113,-5.248,0,0.0657,137.209,4,0.681
194,Mt. Joy,I'm Your Wreck,7MzKYpIU3wozsFJDOmI8Es,Saved,0.408,0.483,233600,0.592,7MzKYpIU3wozsFJDOmI8Es,2.42e-06,4,0.336,-6.962,1,0.0445,131.022,4,0.206
195,Lucy Dacus,Yours & Mine,6eLVRsx7unP0v4WOfHMNGZ,Saved,0.359,0.301,314498,0.384,6eLVRsx7unP0v4WOfHMNGZ,0.000468,2,0.103,-9.488,1,0.0311,67.319,4,0.0679
196,Youth Lagoon,17,7GDbkrFBGrCb8ntbQPY3hQ,Saved,0.844,0.352,236000,0.254,7GDbkrFBGrCb8ntbQPY3hQ,0.58,0,0.108,-8.51,1,0.0473,79.989,4,0.102
197,Active Child,Cruel World,0iByHgOtRyd96SFdlXP2Xc,Saved,0.164,0.48,306773,0.52,0iByHgOtRyd96SFdlXP2Xc,0.00168,3,0.102,-9.529,1,0.0419,75.493,4,0.114
198,Lake Street Dive,Mistakes,0Sox7tv3MK5h6AkFLUPHtY,Saved,0.371,0.753,248387,0.39,0Sox7tv3MK5h6AkFLUPHtY,0.000815,6,0.125,-7.294,0,0.0403,136.747,4,0.374
199,Frank Ocean,Moon River,41cpvQ2GyGb2BRdIRSsTqK,Saved,0.877,0.24,188324,0.116,41cpvQ2GyGb2BRdIRSsTqK,0.00092,0,0.1,-13.216,1,0.0329,77.349,3,0.0937
200,The Dig,Nothing in This Town,4dxn0RkvNq30VrB77J9Uuw,Saved,0.0168,0.61,274497,0.625,4dxn0RkvNq30VrB77J9Uuw,0.0265,0,0.144,-7.201,1,0.0252,179.892,4,0.732
201,Jacob Banks,Chainsmoking,1pfzqOGRJd6DbEIFNE5G1X,Saved,0.541,0.381,195133,0.683,1pfzqOGRJd6DbEIFNE5G1X,0.0,6,0.123,-4.05,0,0.104,138.167,4,0.597
202,Jacob Banks,Unknown (To You),7yfrSTEhzhm3UtoZ5xEpzG,Saved,0.881,0.312,233200,0.548,7yfrSTEhzhm3UtoZ5xEpzG,0.000805,8,0.127,-5.128,0,0.0431,129.622,4,0.25
203,Lucy Dacus,Next of Kin,6fgLU4V5e1GsYa0rseKYUy,Saved,0.00932,0.552,246576,0.651,6fgLU4V5e1GsYa0rseKYUy,0.136,10,0.124,-7.711,1,0.0646,127.994,4,0.378
204,The Cinematic Orchestra,That Home,4jSuthawb7fitf3Wx3MqVM,Saved,0.991,0.466,112827,0.168,4jSuthawb7fitf3Wx3MqVM,0.894,9,0.0885,-14.068,1,0.0268,85.508,4,0.0386
205,"The Cinematic Orchestra, Patrick Watson",To Build A Home,3AqPL1n1wKc5DVFFnYuJhp,Saved,0.885,0.264,370667,0.128,3AqPL1n1wKc5DVFFnYuJhp,0.352,9,0.105,-15.443,1,0.034,148.499,4,0.0774
206,Hannah Gill & the Hours,Austin,5TIC6wlx6UEqlRlEiUjOod,Saved,0.0544,0.605,190189,0.732,5TIC6wlx6UEqlRlEiUjOod,4.9e-06,7,0.0976,-4.19,1,0.0322,105.077,4,0.501
207,Júníus Meyvant,Hailslide,3unR3RrqiM0LgeEyVidof5,Saved,0.157,0.613,224267,0.534,3unR3RrqiM0LgeEyVidof5,3.05e-05,11,0.137,-7.697,1,0.0312,148.018,4,0.802
208,Júníus Meyvant,Floating Harmonies,13DMZg3mC3AkKXo58CymVB,Saved,0.882,0.749,244120,0.175,13DMZg3mC3AkKXo58CymVB,0.804,9,0.0707,-12.605,0,0.0286,98.167,3,0.428
209,"Kendrick Lamar, SZA",All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,Saved,0.0605,0.698,232187,0.633,3GCdLUSnKSMJhs4Tj6CV3s,0.000194,8,0.0926,-4.946,1,0.0597,96.924,4,0.552
210,Júníus Meyvant,Domestic Grace Man,5ulT1WxXk6V3fTVaxnJ70u,Saved,0.684,0.822,233760,0.447,5ulT1WxXk6V3fTVaxnJ70u,0.298,6,0.092,-11.878,1,0.0324,96.566,4,0.791
211,AWOLNATION,Handyman,2o2RDduVgudcGSLrFaV1D0,Saved,0.258,0.492,202032,0.724,2o2RDduVgudcGSLrFaV1D0,0.162,7,0.255,-6.79,1,0.0332,84.237,4,0.323
212,Justin Timberlake,Flannel,7Bt9Bkeyo0Ch7SEhyMxtVf,Saved,0.646,0.578,289787,0.431,7Bt9Bkeyo0Ch7SEhyMxtVf,2.78e-06,6,0.129,-8.018,1,0.0325,113.97,4,0.317
213,Justin Timberlake,Man of the Woods,4KTU5aa5s547f1JF5DImhF,Saved,0.315,0.624,243987,0.452,4KTU5aa5s547f1JF5DImhF,1.02e-05,0,0.311,-8.206,1,0.0681,199.775,4,0.724
214,"Chance the Rapper, Saba",Angels (feat. Saba),0jx8zY5JQsS4YEQcfkoc5C,Saved,0.294,0.771,206240,0.647,0jx8zY5JQsS4YEQcfkoc5C,0.0,5,0.37,-5.127,0,0.376,155.914,4,0.678
215,Wild Child,Break You Down,7xMtPZMknqTa8Y9cSJV6y6,Saved,0.156,0.71,202227,0.513,7xMtPZMknqTa8Y9cSJV6y6,0.0036,5,0.281,-10.449,1,0.0449,76.016,4,0.789
216,Wild Child,Expectations,4zP3kbgrbJXULQA3uxALtw,Saved,0.104,0.693,257827,0.624,4zP3kbgrbJXULQA3uxALtw,0.000215,11,0.0659,-6.459,0,0.04,113.999,3,0.526
217,Wild Child,Eggshells,7EgxWK4LlN2t73xmLnyYOK,Saved,0.0941,0.389,309907,0.371,7EgxWK4LlN2t73xmLnyYOK,0.135,5,0.0857,-10.201,1,0.0367,175.201,3,0.36
218,Rhye,Please,4yXVtcNiaFUVDK8nno5ZWm,Saved,0.913,0.73,215093,0.206,4yXVtcNiaFUVDK8nno5ZWm,0.00485,0,0.129,-9.905,1,0.0447,82.998,4,0.315
219,"King Henry, Rhye",Moment,63UAXRoiKXNKEMkWwt29ik,Saved,0.709,0.712,226064,0.274,63UAXRoiKXNKEMkWwt29ik,0.0233,7,0.111,-10.485,0,0.0698,160.021,4,0.316
220,Rhye,Taste,6GbWNeR3P9MTCmSyPVHgb1,Saved,0.877,0.775,225600,0.441,6GbWNeR3P9MTCmSyPVHgb1,0.426,1,0.115,-9.456,1,0.136,104.046,4,0.404
221,Rhye,Waste,4bSr1hSKGJzglijKfIrcvo,Saved,0.817,0.657,211693,0.324,4bSr1hSKGJzglijKfIrcvo,0.038,5,0.101,-11.934,0,0.037,84.011,4,0.225
222,Typhoon,Empiricist,7khyKttTKfhE5f1LaKEg7T,Saved,0.621,0.262,515107,0.491,7khyKttTKfhE5f1LaKEg7T,0.557,4,0.162,-8.438,1,0.035,100.11,4,0.102
223,The Wood Brothers,Laughin' or Crying,4qgd5OyNamfX6tpl0ubdRx,Saved,0.143,0.437,257040,0.419,4qgd5OyNamfX6tpl0ubdRx,0.0,6,0.124,-8.609,0,0.0621,94.339,4,0.571
224,"Justin Timberlake, Alicia Keys",Morning Light,3KnLHwhRhJGuQM822JVSoI,Saved,0.382,0.62,243040,0.497,3KnLHwhRhJGuQM822JVSoI,0.0482,9,0.193,-9.585,0,0.119,155.908,4,0.55
225,AWOLNATION,Table for One,6J3qnb7R9JnnnYZIHrz5QN,Saved,0.333,0.621,279127,0.827,6J3qnb7R9JnnnYZIHrz5QN,0.267,1,0.207,-6.473,0,0.0475,128.018,4,0.39
226,GoGo Penguin,Window,68KCSVlbdXTeUSkJCmAiYl,Saved,0.12,0.329,321394,0.762,68KCSVlbdXTeUSkJCmAiYl,0.906,9,0.12,-10.886,1,0.0326,142.953,1,0.279
227,Wild Child,The One,0Auzn7KMqzh7dhExejMzBy,Saved,0.974,0.562,187000,0.0782,0Auzn7KMqzh7dhExejMzBy,0.000185,9,0.0678,-20.697,1,0.0549,112.352,4,0.312
228,"Chance the Rapper, Jeremih, R. Kelly",Somewhere in Paradise (feat. Jeremih & R. Kelly),29BXCsh4lGLrndprkgYL6O,Saved,0.361,0.751,246500,0.55,29BXCsh4lGLrndprkgYL6O,0.0,3,0.162,-8.588,0,0.454,119.665,4,0.671
229,"Chance the Rapper, T-Pain, Kirk Franklin, Eryn Allen Kane, Noname","Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)",2AgnbuzvnfPvq1sAYNB4pj,Saved,0.617,0.456,406983,0.609,2AgnbuzvnfPvq1sAYNB4pj,0.0,7,0.0724,-6.439,0,0.377,86.368,4,0.41
230,Chance the Rapper,Blessings,2VQc9orzwE6a5qFfy54P6e,Saved,0.723,0.714,221940,0.343,2VQc9orzwE6a5qFfy54P6e,5.48e-06,10,0.102,-7.641,1,0.38,72.348,4,0.372
231,Anderson East,Always Be My Baby - Recorded at Sound Stage Nashville,3QSnkhUvoPS5QogonimPfk,Saved,0.529,0.623,254835,0.596,3QSnkhUvoPS5QogonimPfk,0.0,0,0.157,-4.922,1,0.0407,80.547,4,0.656
232,AHI,Closer (From a Distance),2pidpKrER25mwNSazoKN2P,Saved,0.73,0.437,209827,0.394,2pidpKrER25mwNSazoKN2P,0.0,0,0.0901,-9.324,1,0.0292,119.438,4,0.18
233,AHI,Alive Again,5Xzp3nRBWoSwfPkd4wluJv,Saved,0.234,0.548,197493,0.621,5Xzp3nRBWoSwfPkd4wluJv,0.000523,7,0.122,-7.041,1,0.0269,143.893,4,0.342
234,Lucy Dacus,Addictions,7Gh2SINVJ8l4wCqgu94DjG,Saved,0.00866,0.636,204126,0.556,7Gh2SINVJ8l4wCqgu94DjG,0.0494,10,0.144,-7.131,1,0.0303,134.96,4,0.31
235,Prinze George,Windows,5JNqB8lzfUM8b4A9pPwLdy,Saved,0.914,0.63,216000,0.18,5JNqB8lzfUM8b4A9pPwLdy,0.0,0,0.0948,-10.372,1,0.0306,117.92,4,0.249
236,Anderson East,All On My Mind,5GRPAVCMwnUNvIOKzDYYSb,Saved,0.252,0.584,224521,0.788,5GRPAVCMwnUNvIOKzDYYSb,7.59e-06,0,0.0654,-4.162,0,0.0691,138.102,4,0.364
237,Frankie Cosmos,Fool,2yOj1pyRC3NcvQyeZ3yAcL,Saved,0.301,0.511,124022,0.436,2yOj1pyRC3NcvQyeZ3yAcL,7.12e-05,9,0.255,-10.254,1,0.0409,120.207,4,0.342
238,Mimicking Birds,Bloodlines,1dmgyk0m28lg714YxF6rT5,Saved,0.333,0.4,236960,0.518,1dmgyk0m28lg714YxF6rT5,0.00546,4,0.13,-9.706,1,0.0346,76.285,4,0.0954
239,Typhoon,Chiaroscuro,5cpxrg4TtxRWQsI89OE3Ql,Saved,0.907,0.449,189709,0.185,5cpxrg4TtxRWQsI89OE3Ql,5.34e-06,6,0.254,-15.247,1,0.0473,128.228,4,0.479
240,Anderson East,Without You,2jTNXOnOsqE8MjRM0Qtpxb,Saved,0.249,0.255,258480,0.561,2jTNXOnOsqE8MjRM0Qtpxb,0.0298,10,0.303,-7.76,1,0.0349,138.607,4,0.432
241,Wild Child,Sinking Ship,3pC8tUjIZPORslYYmJbJcz,Saved,0.95,0.37,247493,0.174,3pC8tUjIZPORslYYmJbJcz,0.0029,4,0.11,-19.316,0,0.0377,92.75,4,0.181
242,Rhye,Song For You,6nlxVD2muAKrKyFkOzCPfq,Saved,0.648,0.853,238667,0.358,6nlxVD2muAKrKyFkOzCPfq,0.704,2,0.109,-10.402,1,0.0366,115.984,4,0.223
243,Middle Kids,Edge Of Town,7f4WCVcAM8m3B7ThYYjeYu,Saved,0.00635,0.541,225525,0.798,7f4WCVcAM8m3B7ThYYjeYu,0.000209,1,0.1,-3.891,1,0.0321,105.03,4,0.314
244,Lewis Del Mar,Live That Long,4WBXTnzVmz3Thn76w3rYUR,Saved,0.144,0.613,285467,0.531,4WBXTnzVmz3Thn76w3rYUR,3.74e-06,2,0.801,-9.172,1,0.0338,152.023,4,0.338
245,The Barr Brothers,Even the Darkness Has Arms,6W49z468BT75GsO2tCcBtq,Saved,0.813,0.508,230518,0.652,6W49z468BT75GsO2tCcBtq,0.148,11,0.29,-13.102,1,0.0429,101.313,4,0.746
246,"Eau Claire Memorial Jazz I, Justin Vernon",Satisfied Mind,6Dbnygk8VCW1i7SmVkz6EG,Saved,0.949,0.389,406253,0.232,6Dbnygk8VCW1i7SmVkz6EG,0.00116,10,0.952,-23.872,1,0.217,108.454,3,0.534
247,"Eau Claire Memorial Jazz I, Justin Vernon",Lady Is A Tramp,2FVogBVlrmQNIoKfK6W2g8,Saved,0.782,0.511,153813,0.689,2FVogBVlrmQNIoKfK6W2g8,0.0,1,0.961,-8.174,0,0.264,83.767,4,0.622
248,"Eau Claire Memorial Jazz I, Justin Vernon",For Emma,2EpTw65dSgdD98cDrmQHGZ,Saved,0.587,0.437,317720,0.525,2EpTw65dSgdD98cDrmQHGZ,0.438,0,0.937,-12.808,1,0.0359,108.071,4,0.465
249,Kat Wright,By My Side,6QF8BEta1IcrPi0eigAGWY,Saved,0.435,0.562,367213,0.439,6QF8BEta1IcrPi0eigAGWY,0.0012,1,0.137,-9.474,1,0.0494,171.035,4,0.525
250,Greyhounds,Cuz I'm Here,4syzL8llEiGd1cyWhQy3b3,Saved,0.851,0.586,256538,0.259,4syzL8llEiGd1cyWhQy3b3,0.00462,5,0.133,-12.6,1,0.0478,130.217,4,0.121
251,PHOX,Kingfisher,0UXBwv9iuyhtomHy1oVeFY,Saved,0.76,0.606,191080,0.313,0UXBwv9iuyhtomHy1oVeFY,0.0,11,0.0924,-9.996,1,0.0321,133.004,4,0.231
252,NEEDTOBREATHE,State I'm In - Live From The Woods,1Wwqql1imGvxH0HHjYpgMZ,Saved,0.0055,0.449,262907,0.966,1Wwqql1imGvxH0HHjYpgMZ,0.0215,2,0.959,-3.558,1,0.0819,123.929,4,0.347
253,NEEDTOBREATHE,Wanted Man - Live From The Woods,48964GSffAAsOPSc0jh1xn,Saved,0.00411,0.255,457760,0.899,48964GSffAAsOPSc0jh1xn,0.000331,9,0.351,-4.234,1,0.0553,136.107,4,0.21
254,NEEDTOBREATHE,Drive All Night - Live From The Woods,1lH8YKPlGUybrE84Xrq1iv,Saved,0.0498,0.483,339480,0.864,1lH8YKPlGUybrE84Xrq1iv,0.000191,2,0.362,-5.908,1,0.0594,137.951,4,0.33
255,NEEDTOBREATHE,Difference Maker - Live From The Woods,2T49S1hTFR9h6UcpQtZLLN,Saved,0.125,0.346,365773,0.382,2T49S1hTFR9h6UcpQtZLLN,4.31e-05,7,0.613,-9.673,1,0.027,99.583,4,0.12
256,NEEDTOBREATHE,Multiplied - Live From The Woods,2hYTyxwtVzCg1yn82XQVMr,Saved,0.00305,0.288,308027,0.925,2hYTyxwtVzCg1yn82XQVMr,0.00438,7,0.473,-6.922,1,0.0665,114.963,4,0.148
257,NEEDTOBREATHE,"Oh, Carolina - Live From The Woods",41aqxnmtTbKOlETPtOodUA,Saved,0.064,0.262,577413,0.833,41aqxnmtTbKOlETPtOodUA,0.025,0,0.337,-6.445,1,0.0514,161.97,4,0.402
258,NEEDTOBREATHE,Wasteland - Live From The Woods,1RWEy6HPIDStJ1pHBl2Dvk,Saved,0.252,0.317,395200,0.515,1RWEy6HPIDStJ1pHBl2Dvk,7.35e-05,11,0.163,-6.669,1,0.0264,87.677,4,0.137
259,NEEDTOBREATHE,Keep Your Eyes Open - Live From The Woods,1htr30fjXwvDOj1geri2Ab,Saved,0.297,0.445,254000,0.918,1htr30fjXwvDOj1geri2Ab,6.75e-06,11,0.289,-4.273,1,0.0516,79.006,4,0.513
260,NEEDTOBREATHE,Washed By The Water - Live From The Woods,35T2gGICeWl9DyHVdYgT1d,Saved,0.619,0.315,483827,0.694,35T2gGICeWl9DyHVdYgT1d,0.00474,4,0.95,-5.411,1,0.0419,72.968,4,0.247
261,NEEDTOBREATHE,Something Beautiful - Live From The Woods,6Ma1N4UIfZh4KEc22tBz0Q,Saved,0.133,0.489,260960,0.824,6Ma1N4UIfZh4KEc22tBz0Q,0.002,0,0.563,-4.692,1,0.0298,96.022,4,0.224
262,NEEDTOBREATHE,Girl Named Tennessee - Live From The Woods,1V4htJ3YCadV1z8aA0UeFg,Saved,0.417,0.543,439627,0.404,1V4htJ3YCadV1z8aA0UeFg,0.000128,0,0.409,-8.156,1,0.0754,94.11,4,0.334
263,NEEDTOBREATHE,The Heart - Live From The Woods,5NjoFfmQA9xc2fdz5at7x7,Saved,0.105,0.289,438813,0.918,5NjoFfmQA9xc2fdz5at7x7,0.00163,0,0.923,-4.169,1,0.0475,108.044,4,0.523
264,NEEDTOBREATHE,The Outsiders - Live From The Woods,4yqQrNma9tDnxlMU5zOIsU,Saved,0.0867,0.409,352067,0.915,4yqQrNma9tDnxlMU5zOIsU,0.0372,2,0.979,-5.007,1,0.0421,106.555,4,0.342
265,NEEDTOBREATHE,"More Heart, Less Attack - Live From The Woods",2cHNlEi81Rk22FTGANLlM6,Saved,0.836,0.619,351733,0.359,2cHNlEi81Rk22FTGANLlM6,0.00105,5,0.933,-8.27,1,0.0312,120.583,4,0.131
266,NEEDTOBREATHE,"Feet, Don't Fail Me Now - Live Bonus Track",1IEndZMJLwBWYaksdzxte7,Saved,0.0633,0.507,240400,0.924,1IEndZMJLwBWYaksdzxte7,1.76e-05,7,0.95,-4.9,1,0.0546,121.916,4,0.47
267,NEEDTOBREATHE,Devil's Been Talkin' - Live Bonus Track,2rV0JZuZ1OkY9BIeM5PbMq,Saved,0.164,0.402,226387,0.823,2rV0JZuZ1OkY9BIeM5PbMq,3.22e-06,2,0.352,-5.301,1,0.0382,109.857,4,0.385
268,Mondo Cozmo,Hold On To Me,59rutYia8oVnhiIB4pZbvz,Saved,0.00183,0.34,216813,0.708,59rutYia8oVnhiIB4pZbvz,0.00158,2,0.172,-3.845,1,0.039,122.852,4,0.139
